                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    452,                0.55465,                0.61835,                0.94268,                0.52902,                0.33159,                0.33396,                0.22716,                 1.4901,                 2.1939,                 1.6378,             2.5471e-05,             2.5471e-05,             2.5471e-05
                    453,                0.56962,                0.62686,                0.94701,                 0.5581,                0.32326,                0.33714,                0.22972,                 1.4784,                 2.1983,                 1.6261,                2.5e-05,                2.5e-05,                2.5e-05
                    454,                0.56932,                0.63374,                0.93776,                0.54414,                0.32342,                0.33678,                0.22833,                 1.4774,                 2.2013,                 1.6252,             2.4528e-05,             2.4528e-05,             2.4528e-05
                    455,                0.56989,                0.62645,                0.93965,                0.53394,                 0.3322,                0.33551,                0.22748,                 1.4809,                  2.207,                 1.6253,             2.4057e-05,             2.4057e-05,             2.4057e-05
                    456,                0.57352,                0.61853,                0.92601,                0.52969,                 0.3322,                 0.3302,                0.22662,                 1.4713,                 2.2091,                 1.6094,             2.3586e-05,             2.3586e-05,             2.3586e-05
                    457,                0.55954,                0.59896,                0.93512,                0.53458,                0.32823,                 0.3293,                0.22293,                 1.4667,                 2.2123,                    1.6,             2.3115e-05,             2.3115e-05,             2.3115e-05
                    458,                0.57482,                  0.627,                0.95345,                0.54468,                0.32374,                0.32626,                0.22285,                 1.4624,                 2.2169,                 1.5935,             2.2643e-05,             2.2643e-05,             2.2643e-05
                    459,                0.57977,                0.62366,                0.95083,                0.54417,                0.31402,                0.32492,                0.22282,                  1.462,                 2.2192,                 1.5946,             2.2172e-05,             2.2172e-05,             2.2172e-05
                    460,                0.57333,                0.63743,                0.94262,                 0.5663,                0.32285,                0.33256,                 0.2304,                  1.454,                 2.2063,                 1.5904,             2.1701e-05,             2.1701e-05,             2.1701e-05
                    461,                0.58745,                0.62391,                0.93769,                0.57382,                0.29636,                0.32979,                0.23027,                 1.4537,                 2.2031,                 1.5924,              2.123e-05,              2.123e-05,              2.123e-05
                    462,                0.54585,                0.59068,                0.93089,                0.56509,                0.32054,                0.33838,                0.23597,                 1.4611,                  2.198,                  1.599,             2.0758e-05,             2.0758e-05,             2.0758e-05
                    463,                0.56362,                0.62031,                 0.9452,                0.56336,                0.32577,                0.33254,                0.22887,                 1.4662,                 2.1999,                 1.6011,             2.0287e-05,             2.0287e-05,             2.0287e-05
                    464,                0.56113,                0.60651,                 0.9353,                 0.5602,                0.32422,                0.33445,                0.22768,                 1.4764,                 2.1987,                 1.6069,             1.9816e-05,             1.9816e-05,             1.9816e-05
                    465,                0.57716,                 0.6291,                0.94381,                0.56756,                0.32146,                0.33406,                0.22623,                 1.4799,                 2.1976,                 1.6073,             1.9345e-05,             1.9345e-05,             1.9345e-05
                    466,                0.57896,                 0.6033,                0.92674,                0.56986,                0.32124,                0.33465,                0.22668,                 1.4857,                 2.2023,                 1.6117,             1.8873e-05,             1.8873e-05,             1.8873e-05
                    467,                  0.576,                0.62465,                0.94513,                0.56644,                0.32484,                0.33601,                0.22846,                 1.4855,                 2.2027,                 1.6124,             1.8402e-05,             1.8402e-05,             1.8402e-05
                    468,                0.56022,                0.61803,                0.93689,                0.56783,                0.32524,                0.33891,                 0.2308,                  1.485,                 2.2096,                 1.6136,             1.7931e-05,             1.7931e-05,             1.7931e-05
                    469,                 0.5549,                0.62428,                0.93383,                 0.5648,                0.32656,                0.33676,                0.23049,                  1.476,                 2.2086,                 1.6077,              1.746e-05,              1.746e-05,              1.746e-05
                    470,                0.56911,                0.59711,                0.93425,                0.58431,                 0.3082,                0.33937,                0.23157,                 1.4691,                  2.213,                 1.6012,             1.6988e-05,             1.6988e-05,             1.6988e-05
                    471,                0.56394,                0.62044,                0.94317,                0.57425,                0.31611,                0.33411,                0.23006,                 1.4723,                 2.2192,                 1.6056,             1.6517e-05,             1.6517e-05,             1.6517e-05
                    472,                0.55283,                0.60374,                0.93516,                 0.5474,                0.32402,                0.33638,                0.22999,                 1.4806,                 2.2273,                  1.613,             1.6046e-05,             1.6046e-05,             1.6046e-05
                    473,                0.56247,                0.63538,                0.95908,                 0.5498,                0.31879,                0.33627,                0.22928,                 1.4888,                 2.2355,                 1.6239,             1.5575e-05,             1.5575e-05,             1.5575e-05
                    474,                0.52188,                0.58266,                0.92859,                0.54733,                0.31925,                0.33758,                0.23019,                 1.4996,                 2.2335,                  1.631,             1.5103e-05,             1.5103e-05,             1.5103e-05
                    475,                0.56251,                0.60917,                0.92685,                0.53538,                0.32203,                0.33591,                0.22888,                 1.5065,                 2.2342,                 1.6347,             1.4632e-05,             1.4632e-05,             1.4632e-05
                    476,                0.57405,                0.62265,                  0.932,                0.54873,                0.32054,                0.33865,                0.23038,                 1.5039,                 2.2367,                 1.6305,             1.4161e-05,             1.4161e-05,             1.4161e-05
                    477,                0.56433,                 0.6259,                0.93425,                0.54656,                0.32251,                0.33892,                0.23068,                 1.5004,                 2.2335,                 1.6258,              1.369e-05,              1.369e-05,              1.369e-05
                    478,                0.56581,                0.61182,                0.93327,                0.54751,                 0.3296,                0.33837,                0.22842,                 1.4999,                 2.2306,                 1.6269,             1.3219e-05,             1.3219e-05,             1.3219e-05
                    479,                0.60399,                0.66896,                0.94796,                0.52769,                0.32957,                0.33857,                0.22852,                 1.5028,                 2.2347,                 1.6315,             1.2747e-05,             1.2747e-05,             1.2747e-05
                    480,                0.55357,                0.60508,                0.92504,                0.51653,                0.32986,                0.34225,                0.23152,                  1.506,                 2.2339,                 1.6313,             1.2276e-05,             1.2276e-05,             1.2276e-05
                    481,                0.56386,                0.61741,                0.94331,                0.52137,                0.33884,                0.34217,                0.23101,                 1.5015,                 2.2338,                 1.6246,             1.1805e-05,             1.1805e-05,             1.1805e-05
                    482,                0.55308,                 0.5996,                0.92605,                0.51333,                0.34223,                0.33823,                0.22907,                 1.5025,                 2.2374,                 1.6273,             1.1334e-05,             1.1334e-05,             1.1334e-05
                    483,                 0.5654,                0.60689,                0.93457,                0.51295,                0.33577,                0.33832,                0.23068,                 1.5017,                 2.2322,                 1.6261,             1.0862e-05,             1.0862e-05,             1.0862e-05
                    484,                 0.5598,                 0.6088,                0.93205,                 0.5207,                0.33541,                0.33728,                0.22944,                 1.5041,                 2.2352,                 1.6301,             1.0391e-05,             1.0391e-05,             1.0391e-05
                    485,                 0.5553,                0.60179,                 0.9302,                0.52194,                0.33494,                0.33822,                0.23003,                 1.5012,                 2.2414,                 1.6321,             9.9198e-06,             9.9198e-06,             9.9198e-06
                    486,                0.54224,                 0.5894,                0.90968,                0.53818,                0.33357,                0.33878,                0.23077,                  1.498,                 2.2405,                 1.6317,             9.4486e-06,             9.4486e-06,             9.4486e-06
                    487,                0.53599,                0.59872,                0.92282,                0.55296,                0.33231,                0.34004,                0.23235,                 1.4964,                 2.2424,                 1.6296,             8.9774e-06,             8.9774e-06,             8.9774e-06
                    488,                0.55742,                0.61152,                0.93753,                0.56919,                0.31695,                0.34033,                0.23225,                 1.4978,                 2.2464,                 1.6276,             8.5061e-06,             8.5061e-06,             8.5061e-06
                    489,                0.53616,                0.59249,                0.93453,                0.56687,                0.31793,                0.33949,                0.23005,                 1.4999,                  2.246,                 1.6249,             8.0349e-06,             8.0349e-06,             8.0349e-06
                    490,                0.57726,                0.62887,                0.93468,                0.57411,                0.31555,                0.33907,                0.23173,                 1.4992,                 2.2442,                 1.6258,             7.5636e-06,             7.5636e-06,             7.5636e-06
                    491,                0.60341,                0.67527,                0.97523,                 0.5815,                0.31635,                 0.3396,                0.22952,                 1.4937,                 2.2479,                 1.6199,             7.0924e-06,             7.0924e-06,             7.0924e-06
                    492,                0.57713,                0.64384,                0.96814,                0.55879,                 0.3029,                0.33432,                0.22754,                 1.4879,                 2.2759,                 1.6289,             6.6212e-06,             6.6212e-06,             6.6212e-06
                    493,                0.55952,                0.61391,                0.94312,                0.52452,                0.33301,                0.33469,                0.22666,                 1.4947,                 2.2878,                 1.6436,             6.1499e-06,             6.1499e-06,             6.1499e-06
                    494,                0.56072,                0.62867,                0.93614,                0.54499,                0.30709,                0.33383,                0.22468,                 1.5023,                 2.2845,                  1.657,             5.6787e-06,             5.6787e-06,             5.6787e-06
                    495,                0.55433,                0.61373,                0.94247,                0.55053,                 0.3046,                0.33723,                0.22671,                 1.5024,                  2.286,                 1.6575,             5.2074e-06,             5.2074e-06,             5.2074e-06
                    496,                0.56365,                0.61736,                0.93736,                0.55674,                0.30336,                0.34088,                0.22837,                 1.5028,                 2.2823,                 1.6628,             4.7362e-06,             4.7362e-06,             4.7362e-06
                    497,                0.57633,                0.63885,                0.94993,                0.45424,                0.37124,                0.33895,                0.22713,                 1.5075,                 2.2866,                   1.67,              4.265e-06,              4.265e-06,              4.265e-06
                    498,                0.57088,                0.61633,                0.96059,                0.45443,                0.37474,                0.33716,                0.22575,                 1.5075,                  2.281,                 1.6719,             3.7937e-06,             3.7937e-06,             3.7937e-06
                    499,                0.55776,                0.60199,                0.93912,                0.53778,                0.30996,                0.33623,                0.22645,                  1.509,                 2.2877,                 1.6723,             3.3225e-06,             3.3225e-06,             3.3225e-06
                    500,                0.58692,                0.64319,                0.95087,                 0.4537,                0.37449,                0.33635,                0.22525,                 1.5105,                 2.2757,                 1.6752,             2.8512e-06,             2.8512e-06,             2.8512e-06
